sku,name,category,unit,unit_price,unit_cost,is_active
BOM-ITEM-00030,"[Blocked - Product Owner แจ้งระงับการใช้งาน] MAXHUB-V5 IFP Classic 75""Series(PC Module Core-i5)",,SET,134700.0,91596.0,false
BOM-ITEM-00031,"[Blocked - Product Owner แจ้งระงับการใช้งาน] MAXHUB-V5IFPVogue65""Series(PCModuleCore-i5,White frame)",,SET,111600.0,75888.0,false
BOM-ITEM-00032,"[Blocked - Product Owner แจ้งระงับการใช้งาน] MAXHUB-V5IFPVogu75""Series(PModuleCore-i5, Whiteframe)",,SET,135600.0,92208.0,false
BOM-ITEM-00033,"[Blocked - Product Owner แจ้งระงับการใช้งาน] MAXHUB-V5IFPTranscend 65""Series(PC Module Core i5)",,SET,147800.0,100504.0,false
BOM-ITEM-00034,"[Blocked - Product Owner แจ้งระงับการใช้งาน] MAXHUB-V5IFPTranscend86""Series(PC Module Core i5)",,SET,154100.0,104788.0,false
BOM-ITEM-00035,"MAXHUB - V5 IFP Classic 55"" Series (with PC Module Core-i7)",,SET,100200.0,68136.0,true
BOM-ITEM-00036,"MAXHUB - V5 IFP Classic 75"" Series (with PC Module Core-i7)",,SET,150600.0,102408.0,true
BOM-ITEM-00037,"MAXHUB - V5 IFP Vogue 65"" Series (with PC Module Core-i7, White Color frame)",,SET,127500.0,86700.0,true
BOM-ITEM-00038,"MAXHUB - V5 IFP Vogue 75"" Series (with PC Module Core-i7, White Color frame)",,SET,151500.0,103020.0,true
BOM-ITEM-00039,"MAXHUB - V5 IFP Transcend 65"" Series (with PC Module Core i7)",,SET,163700.0,111316.0,true
BOM-ITEM-00040,"MAXHUB - V5 IFP Transcend 86"" Series (with PC Module Core i7)",,SET,170000.0,115600.0,true
BOM-ITEM-00041,ซื้ออุปกรณ์ Smart Auditorium Room จำนวน 1 ชุด,,SET,0.0,0.0,true
BOM-ITEM-00042,Neat - Neat Bar PRO + Neat Pad - Video & Audio collaboration bar,,SET,0.0,0.0,true
BOM-ITEM-00043,[Blocked - Product Owner แจ้งระงับการใช้งาน] MAXHUB - MTR Core Kit (XC13T+TCP20T),,SET,0.0,0.0,false
BOM-ITEM-00044,[Blocked - การใช้งานเสร็จสิ้น] Microsoft Volume License Period 1 year,,LICENSE,0.0,0.0,false
BOM-ITEM-00045,Zound Pod – Professional – SQ Serise Size S,,SET,175000.0,119000.0,false
BOM-ITEM-00046,Zound Pod – Professional – SQ Serise Size XL,,SET,0.0,0.0,false
BOM-ITEM-00047,Zound Pod – Professional – SQ Serise Size L,,SET,0.0,0.0,false
BOM-ITEM-00048,ATEN - VE801 - HDBaseT-Lite Extender Receiver-Transmitter (VE801R+VE801T),,SET,9950.0,6766.0,true
BOM-ITEM-00049,AVer -  CP10 SET Collaboration Zoom Room Controller,,SET,33400.0,22712.0,true
BOM-ITEM-00050,AVer - KIT-CAM520 Pro2 (MS Teams Rooms Edition),,SET,99500.0,67660.0,true
BOM-ITEM-00051,AVer - KIT-VB342Pro (MS Teams Rooms Edition),,SET,111100.0,75548.0,true
BOM-ITEM-00052,ซื้ออุปกรณ์ Smart Auditorium Room จำนวน 1 ชุด Project เชียงราย,,SET,0.0,0.0,true
BOM-ITEM-00053,MAXHUB - XT10-WS Kit (XC13T+TCP20T+UC W31+BM35),,SET,46400.0,31552.0,true
BOM-ITEM-00054,"GERMAN - 19"" WALL RACK SET",,SET,0.0,0.0,true
BOM-ITEM-00055,ซื้ออุปกรณ์ควบคุมการเปิด-ปิด ประตู (Access Control),,SET,25000.0,17000.0,true
BOM-ITEM-00056,LED OUTDOOR TUPPT,,SET,0.0,0.0,true
BOM-ITEM-00057,"ซื้อสิทธิ์การใช้งานโปรแกรมการเรียนการสอนทางไกล จำนวน 45,000 License",,JOB,0.0,0.0,true
BOM-ITEM-00058,จออินเตอร์แอ๊คทีฟ แบบติดตั้งกับผนัง ขนาด 65 นิ้ว พร้อมระบบประมวลผล,,SET,0.0,0.0,true
BOM-ITEM-00059,VDS012 - LED Screen COB P1.2 (3m x 1.69m),,SET,0.0,0.0,true
BOM-ITEM-00060,HPE SimpliVity 380 Gen10,,SET,930000.0,632400.0,true
BOM-ITEM-00061,RMUTL P4_Reduce Transceiver 100%,,SET,0.0,0.0,true
BOM-ITEM-00062,Optimized-NSTRU-Campus Network Replacement,,SET,0.0,0.0,true
BOM-ITEM-00063,จออินเทอร์แอ๊กทิฟ แบบติดตั้งกับผนัง ขนาด 120 นิ้ว จำนวน 1 จอ,,SET,2731500.0,1857420.0,true
BOM-ITEM-00064,งานปรับปรุงห้องประชุม ห้อง 2/1 ติดตั้ง ระบบเสียง,,SET,332470.0,226079.6,true
BOM-ITEM-00065,งานปรับปรุงห้องประชุม ห้อง 2/2 ติดตั้งระบบบันทึกภาพ,,SET,457500.0,311100.0,true
BOM-ITEM-00066,งานปรับปรุงห้องประชุม ติดตั้งระบบกระจายสัญญาณภาพ,,SET,242995.0,165236.6,true
BOM-ITEM-00067,Ruijie Network PSU - บจก.วินเกทพัฒนา,,SET,0.0,0.0,true
BOM-ITEM-00068,งานซ่อมจอรับภาพชนิด LED Wall ขนาด 120 นิ้ว ( MAXHUB ),,SET,0.0,0.0,true
BOM-ITEM-00069,Sketchup Studio Education,,UNIT,0.0,0.0,true
BOM-ITEM-00070,Leyard VHD P2.5 - LED Curve Screen P2.5 ( 2.88m x 1.92m ),,SQM.,0.0,0.0,true
BOM-ITEM-00071,PPowerc - Rack ขนาด 19 นิ้ว 15U,,SET,0.0,0.0,true
BOM-ITEM-00072,ระบบเสียงตามสายภายในอาคาร ITC (ตามราคา Volume 100 W),,SET,0.0,0.0,true
BOM-ITEM-00073,เครื่องคอมพิวเตอร์ โน้ตบุ๊คประมวลผล,,SET,0.0,0.0,true
BOM-ITEM-00074,งวดที่ 2 ส่งมอบระบบห้องประชุมอัจฉริยะ (Smart Meeting Room) พร้อมติดตั้งอุปกรณ์ทุกรายการ,,SET,15970000.0,10859600.0,true
BOM-ITEM-00075,"Leyard GF2.5 - 116"" LED Screen P2.5 (2.56m x 1.44m) - 3.6864 m2",,UNIT,0.0,0.0,true
BOM-ITEM-00076,ซื้ออุปกรณ์ต่อพ่วงความพิวเตอร์สำหรับฝ่าย/สำนักงานต่างๆ ประจำปี 2567 จำนวน 3 รายการ,,SET,0.0,0.0,true
BOM-ITEM-00077,"GF1.8-Leyard GF1.8 - 169"" LED Screen P1.86 (3.84m x 1.92m)",,SET,0.0,0.0,true
BOM-ITEM-00078,"Leyard - GF 3 169"" LED Screen P3.076 (3.84 m x 1.92 m)",,SET,0.0,0.0,true
BOM-ITEM-00079,Leyard VDS P1.5 (COB)  for  - LED Screen P1.5 (4.2m x 1.6875m),,SET,0.0,0.0,true
BOM-ITEM-00080,จอ  Leyard GF Series Indoor Full Color LED Screen ชนิดหลอด : SMD 3-in-1 PLCC 1515,,SET,0.0,0.0,true
BOM-ITEM-00081,Smart Class Room ( Hybrid classroom With Zound POD),,SET,1506600.0,1024488.0,true
BOM-ITEM-00082,จัดซื้อเครื่องคอมพิวเตอร์สำหรับงานประมวลผล แบบที่ ๒ (จอแสดงภาพขนาดไม่น้อยกว่า ๑๙ นิ้ว จำนวน ๑๒ ชุด),,JOB,0.0,0.0,true
BOM-ITEM-00083,กล้องคอนเฟอร์เรนซ์ ( Conference Camera ) พร้อมขาตั้งกล้อง,,SET,0.0,0.0,true
BOM-ITEM-00084,Zound Pod – Professional – SQ Serise Size XL 75B-704S White Ash With Furniture,,SET,0.0,0.0,true
BOM-ITEM-00085,MAXHUB - Smart Classroom Solution (with with U-Series IFP),,SET,294800.0,200464.0,true
BOM-ITEM-00086,Leyard - LUS P4 modules for W6.08m x H2.88m,,SET,0.0,0.0,true
BOM-ITEM-00087,HKS2.5II for W5.12m x H2.88m ( 14.7456 SQM. ),,SET,0.0,0.0,true
BOM-ITEM-00088,เครื่องคอมพิวเตอร์ All In One สำหรับงานประมวลผล จำนวน 100 ชุด,,SET,2056074.76635,1398130.84,true
BOM-ITEM-00089,จออัจฉริยะระบบสัมผัสพร้อมขาตั้ง,,SET,289373.0,196773.64,true
BOM-ITEM-00090,Network Equipment  : Desination @ MK SK5,,SET,448880.0,305238.4,true
BOM-ITEM-00091,ซื้อขายอุปกรณ์เครื่องคอมพิวเตอร์สำหรับฝ่าย/สำนักงานต่างๆ ประจำปีงบประมาณ 2568,,SET,0.0,0.0,true
BOM-ITEM-00092,Leyard - VHD12F018-R SMD Curve LED Screen P1.8 (1.44m x 0.72m),,SET,0.0,0.0,true
BOM-ITEM-00093,Leyard - VDS012 - COB LED Screen P1.2 (3.6m x 2.025m),,SET,0.0,0.0,true
BOM-ITEM-00094,Novastar - H2 Video Wall Splicer,,SET,0.0,0.0,true
BOM-ITEM-00095,Leyard - LUS0186 - SMD LED Module Screen P1.86 (2.56 m. x 1.76 m.),,SET,0.0,0.0,true
BOM-ITEM-00096,MAXHUB - GH3125 - SMD LED Screen P2.5 ( 3.84m x 2.40m ),,SET,0.0,0.0,true
BOM-ITEM-00097,Leyard - GF1.86 - SMD LED Screen P1.86 (1.28 m x 1.44 m),,SET,0.0,0.0,true
BOM-ITEM-00098,Zoom Large Meeting With SIM & Router,,SET,0.0,0.0,true
BOM-ITEM-00099,Leyard - VDS018 - COB LED Screen P1.8 (3.6m x 2.025m),,SET,0.0,0.0,true
BOM-ITEM-00100,เครื่องรับ-ส่งวิทยุ ระบบ VHF/FM ชนิดประจําที่ 40 วัตต์,,SET,0.0,0.0,true
BOM-ITEM-00101,การซื้อขาตั้งโทรทัศน์ อุปกรณ์รับ-ส่งสัญญาณ HDMI แบบไร้สาย และสายสัญญาณสำหรับไมโครโฟน พร้อมติดตั้ง,,JOB,104350.0,70958.0,true
BOM-ITEM-00102,ASUS - NUC Model : PN64-S5333AD (90MS02G1-M002M0),,SET,0.0,0.0,true
BOM-ITEM-00103,งานจ้างปรับปรุงระบบเสียงห้องประชุมฝ่ายเทคโนโลยีสารสนเทศ,,SET,0.0,0.0,true
BOM-ITEM-00104,ITC - C1.86-MZ - SMD LED Indoor Screen (3.84m x 2.08m),,SET,0.0,0.0,true
BOM-ITEM-00105,ซื้อครุภัณฑ์ไฟฟ้าและวิทยุ สำหรับห้องประชุมสำนักงานเลขานุการกรม กรมทรัพยากรน้ำ ชั้น 6,,SET,0.0,0.0,true
BOM-ITEM-00106,Rack and Accessories,,SET,0.0,0.0,true
BOM-ITEM-00107,MAP - M7-09300 - Cage Nut ( 20 Pcs/Pack ),,PACK,0.0,0.0,true
BOM-ITEM-00108,ลำโพงติดผนัง ขนาด 6.5 นิ้ว 2 ตู้,,SET,0.0,0.0,true
BOM-ITEM-00109,งานจ้างปรับปรุงห้องประชุม (ห้องที่ปรึกษา 2) ฝ่ายเทคโนโลยีสารสนเทศ,,SET,0.0,0.0,true
BOM-ITEM-00110,JBL PartyBox stage ๓๒๐,,SET,0.0,0.0,true
BOM-ITEM-00111,MAIER MIST-DB๑๖๐๐C ขาตั้งไมโครโฟน ฐาน ๓ ขา พร้อมคอจับไมโครโฟนแบบสอด,,SET,0.0,0.0,true
BOM-ITEM-00112,NUC PC  With Window 11 pro,,SET,0.0,0.0,true
BOM-ITEM-00113,MAXHUB XBoard V7 IFP Series 98 inch (Classic) [ C9850+MT71F  ],,SET,0.0,0.0,true
BOM-ITEM-00114,Leyard - LUS0153 W5.76m x H1.12m,,SET,0.0,0.0,true
BOM-ITEM-00115,Leyard - LUS0153 W2.56m x H1.6m,,SET,0.0,0.0,true
BOM-ITEM-00116,Leyard - LED Spare Parts ( LUS0153 ),,SET,0.0,0.0,true
BOM-ITEM-00117,Tablet Accessories,,SET,0.0,0.0,true
BOM-ITEM-00118,Battery for Conference Microphone (2 pcs/set),,SET,0.0,0.0,true
BOM-ITEM-00119,Battery for Conference Microphone (4 pcs/set),,SET,0.0,0.0,true
BOM-ITEM-00120,Rack 12U  and accessories,,SET,0.0,0.0,true
BOM-ITEM-00121,Leyard - LUS0153 - SMD LED Module Indoor P1.5 (2.56m x 1.44m),,SET,0.0,0.0,true
BOM-ITEM-00122,ชุดควบคุมการแสดงผล,,SET,0.0,0.0,true
BOM-ITEM-00123,Leyard - LCHII1.8 Flex - SMD Curve LED Indoor Screen P1.8 (7.68m x 1.92m) R9m.,,SET,0.0,0.0,true
BOM-ITEM-00124,Leyard - LCHII1.8 Flex - SMD Curve LED Indoor Screen P1.8 (6.40m x 1.92m) R20m,,SET,0.0,0.0,true
BOM-ITEM-00125,Rack and Accessories Glink 22U,,SET,0.0,0.0,true
BOM-ITEM-00126,MAXHUB - GH3125 Indoor LED Display P2.5  (Price per Set Spare 3%),,SET,0.0,0.0,true
BOM-ITEM-00127,Leyard LUS0250 - SMD LED Module Indoor Screen(4.48m x 2.4m),,SET,0.0,0.0,true
BOM-ITEM-00128,Leyard LUS0250 - SMD LED Module Indoor Screen P2.5 (3.52m x 0.96m),,SET,0.0,0.0,true
BOM-ITEM-00129,Leyard VDS009 - COB LED Indoor Screen P0.9 (1.2m x 2.3625m),,SET,0.0,0.0,true
BOM-ITEM-00130,Leyard - LUS025 - SMD LED Module Indoor Screen P2.5 (3.52m x 1.92m),,SET,0.0,0.0,true
BOM-ITEM-00131,"LED, Leyard UKS-P1.86 Indoor, (Display Size:4.48x2.52=33.87 sq.m.)",,SET,0.0,0.0,true
BOM-ITEM-00132,Leyard - LUS0153 - SMD LED Module Indoor P1.5 (2.24m x 1.6m),,SET,0.0,0.0,true
BOM-ITEM-00133,งานจ้างปรับปรุงห้องผู้อำนวยการฝ่าย และห้องพนักงานแผนกบริการงานทั่วไป  ฝ่ายเทคโนโลยีสารสนเทศ,,SET,0.0,0.0,true
BOM-ITEM-00134,งานจ้างจัดทำตู้โชว์รางวัล และปรับปรุงระบบไฟห้องประชุม ฝ่ายเทคโนโลยีสารสนเทศ,,SET,0.0,0.0,true
BOM-ITEM-00135,MAXHUB - GH3125 - SMD LED Screen P2.5 (8.96m x 2.88m),,SET,0.0,0.0,true
BOM-ITEM-00136,จอแสดงภาพ LED Indoor P2.5 โรงพยาบาลโพธาราม จังหวัดราชบุรี,,SET,0.0,0.0,true
BOM-ITEM-00137,Leyard - HKS-U3 - SMD LED Indoor Screen P3 (4.48m x 1.92m),,SET,0.0,0.0,true
BOM-ITEM-00139,Zound Pad - CM28 Series 0.60 x 0.60 - YC01 ( ขนาดรวม 30.24 SQM.),,SET,0.0,0.0,true
BOM-ITEM-00140,งานจ้างปรับปรุงอุปกรณ์และระบบควบคุมห้องประชุมฝ่ายเทคโนโลยีสารสนเทศ,,SET,0.0,0.0,true
BOM-ITEM-00142,Z-GR-MN0002 เบ็ดเตล็ดทั่วไป / จอLEDห้องประชุมเส้นชัย,,SET,0.0,0.0,true
BOM-ITEM-00143,Electrical System LED LC1.8p,,SET,0.0,0.0,true
BOM-ITEM-00144,Structure LED LC1.8p,,SET,0.0,0.0,true
BOM-ITEM-00145,งานจ้างปรับปรุงห้องประชุมฝ่ายเทคโนโลยีสารสนเทศ (หน้าห้องผู้อำนวยการฝ่ายเทคโนโลยีสารสนเทศ ),,SET,0.0,0.0,true
BOM-ITEM-00146,Leyard LCHII1.2 - SMD LED Module Indoor Screen P1.2 (1.92m x 1.12m),,SET,0.0,0.0,true
BOM-ITEM-00147,Astrogate - Presentation Pack A (AS101+AP2-12),,SET,0.0,0.0,true
BOM-ITEM-00148,"Lampro LC1.86P SMD LED Module Screen indoor P1.8 (5.12 x 2.88m)Ratio16:9 Resolution2,752x1,548 px",,SET,0.0,0.0,true
BOM-ITEM-00149,Rack and Accessories (Rack 6U 60cm + พัดลม),,SET,0.0,0.0,true
BOM-ITEM-00150,งานจ้างปรับปรุงห้องประชุมห้องผู้ว่าการรถไฟแห่งประเทศไทย,,SET,445900.0,303212.0,true
BOM-ITEM-00151,Astrogate - Professional Pack B (AS201+AP2-12),,SET,0.0,0.0,true
BOM-ITEM-00152,Astrogate - Conference Pack C (AS201+AP2-12+BYOM License),,SET,0.0,0.0,true
BOM-ITEM-00154,AUDIO-TECHNICA  ATW-T1401+BP892XCW Headworn microphone transmitter set (black),,SET,0.0,0.0,true
BOM-ITEM-00155,ซื้อชุดอุปกรณ์ระชุมทางไกลพร้อมจอภาพอัจฉริยะระบบสัมผัส,,SET,0.0,0.0,true
BOM-ITEM-00156,ซื้อระบบกล้องและจอภาพสำหรับการประชุมทางไกล จำนวน 1 ระบบ,,SET,470000.0,319600.0,true
FIXED ASSETS,FIXED ASSETS,,PCS,0.0,0.0,true
ITEM-000001,Aver - 10m USB 3.1 Extended Cable,,PCS,13500.0,9180.0,true
ITEM-000002,Aver - 20m Cable for Expansion Speakerphone/Microphone,,PCS,3500.0,2380.0,true
ITEM-000003,Aver - 20m Cable from Camera to Speakerphone,,PCS,3500.0,2380.0,true
ITEM-000004,Aver - 20m USB 3.1 Extended Cable,,PCS,16400.0,11152.0,true
ITEM-000005,Aver - 30m USB 3.1 Extended Cable,,PCS,19400.0,13192.0,true
ITEM-000006,AVer - Adapter Plug (UK Plug) for Power Adapter,,PCS,0.0,0.0,true
ITEM-000007,AVer - Wall Mount Bracket for DL,,PCS,3000.0,2040.0,true
ITEM-000008,AVer - AVerVision M11-8MV USB Interactive Visualizer,,PCS,13900.0,9452.0,true
ITEM-000009,AVer - AVerVision M15W Wireless Visualizer,,PCS,23200.0,15776.0,true
ITEM-000010,AVer - AVerVision M5 USB Distance Learning Visualizer,,PCS,7300.0,4964.0,true
ITEM-000011,AVer - AVerVision M90UHD Mechanical Arm Visualizer,,PCS,29400.0,19992.0,true
ITEM-000012,AVer - Bluetooth USB Dongle,,PCS,1600.0,1088.0,true
ITEM-000013,AVer - CAM130 4K Camera with Intelligent Lighting,,PCS,10700.0,7276.0,true
ITEM-000014,AVer - CAM130 Content Camera,,PCS,15000.0,10200.0,true
ITEM-000015,"[Blocked - Product Owner แจ้งระงับการใช้งาน] Aver - CAM520,Pro3,Video Conference camera 61U3430000AC",,PCS,0.0,0.0,false
ITEM-000016,AVer - CAM340+ Huddle Room Conference Camera,,PCS,5599.0,3807.32,true
ITEM-000017,Aver - CAM520,,PCS,20800.0,14144.0,true
ITEM-000018,Aver - CAM520 Pro,,PCS,29300.0,19924.0,true
ITEM-000019,Aver - CAM520 Pro (PoE),,PCS,34800.0,23664.0,true
ITEM-000020,AVer - CAM520 Pro2 Professional Conferencing Camera,,PCS,40800.0,27744.0,true
ITEM-000021,AVer - CAM540 4K USB Conferencing Camera,,PCS,40800.0,27744.0,true
ITEM-000022,AVer - CAM550 4K Dual Lens PTZ Conferencing Camera,,PCS,59400.0,40392.0,true
ITEM-000023,AVer - KIT-CAM550 (MS Teams Rooms Edition),,SET,111100.0,75548.0,true
ITEM-000024,AVer - CAM570 4K Dual Lens Audio Tracking Camera,,PCS,111200.0,75616.0,true
ITEM-000025,Aver - Ceiling Mount Bracket for DL,,PCS,3000.0,2040.0,true
ITEM-000026,AVer - Ceiling Mount for PTC/PTZ,,PCS,4200.0,2856.0,true
ITEM-000027,Aver - CP10 Wall Mount,,PCS,400.0,272.0,true
ITEM-000028,AVer - Ceiling mount for VC520 Pro & CAM520  Pro,,PCS,800.0,544.0,true
ITEM-000029,Aver - CL01 PTZ Camera Controller,,PCS,52500.0,35700.0,true
ITEM-000030,[Blocked - Product Owner แจ้งระงับการใช้งาน+ซ้ำ] Aver - CP10 Collaboration Zoom Rooms Controller,,PCS,0.0,0.0,false
ITEM-000031,AVer - DL10 Distance Learning Tracking Camera,,PCS,30200.0,20536.0,true
ITEM-000032,AVer - DL30 Distance Learning Tracking Camera,,PCS,52900.0,35972.0,true
ITEM-000033,Aver - D-Type Ceiling Mount,,PCS,4700.0,3196.0,true
ITEM-000034,AVer - EP65 All-in-One Touch Panel (Device Only),,PCS,155000.0,105400.0,true
ITEM-000035,[Blocked - Product Owner แจ้งระงับการใช้งาน] AVer - EP65 All-in-One Touch Panel with Zoom Rooms,,PCS,0.0,0.0,false
ITEM-000036,AVer - Expansion Microphone (Pairs) for VC with 5m cable,,PCS,18600.0,12648.0,true
ITEM-000037,AVer - Expansion Microphone (with Cable 10m) for VB130 & VB342+,,PCS,11900.0,8092.0,true
ITEM-000038,AVer - Expansion Microphone (with Cable 20m) for VB130 & VB342+,,PCS,13500.0,9180.0,true
ITEM-000039,AVer - Expansion Speakerphone for VC with 10m cable,,PCS,20800.0,14144.0,true
ITEM-000040,[Blocked - Product Owner แจ้งระงับการใช้งาน] AVer - Foldable TV mount,,PCS,100.0,68.0,false
ITEM-000041,AVer - FONE540 Bluetooth Conference Speakerphone,,PCS,22300.0,15164.0,true
ITEM-000042,AVer - VB130 KIT (Zoom Rooms Edition),,PCS,92400.0,62832.0,true
ITEM-000043,Aver - L-Type Wall Mount for PTC/PTZ,,PCS,3800.0,2584.0,true
ITEM-000044,Aver - Mini DIN6 to RS232 adapter,,PCS,600.0,408.0,true
ITEM-000045,Aver - Power Injector for CP10,,PCS,1900.0,1292.0,true
ITEM-000046,"AVer - Power Adapter for CAM540, CAM520Pro, CAM520 Pro2",,PCS,0.0,0.0,true
ITEM-000047,"Aver - Power Adapter for VC520 Pro2, VB342 Pro",,PCS,980.0,666.4,true
ITEM-000048,[Blocked - Product Owner แจ้งระงับการใช้งาน] Aver - Power Cord,,PCS,0.0,0.0,true
ITEM-000049,AVer - Foldable TV Mount,,PCS,4200.0,2856.0,true
ITEM-000050,AVer - PTC310 Full HD AI Auto Tracking PTZ Camera,,PCS,76800.0,52224.0,true
ITEM-000051,AVer - PTC310H 4K AI Auto Tracking PTZ Camera,,PCS,95200.0,64736.0,true
ITEM-000052,Aver - PTC310HWV2 FullHD Auto Tracking Camera,,PCS,83000.0,56440.0,true
ITEM-000053,Aver - PTC310UV2 4K Auto Tracking Camera 12X Zoom,,PCS,105700.0,71876.0,true
ITEM-000054,Aver - PTC320UNV2 4K Auto Tracking Camera 21X Zoom,,PCS,132000.0,89760.0,true
ITEM-000055,Aver - PTC330UV2 4K Auto Tracking Camera 30X Zoom,,PCS,132000.0,89760.0,true
ITEM-000056,AVer - PTZ310 Full HD 12X Zoom PTZ Camera,,PCS,80800.0,54944.0,true
ITEM-000057,AVer - PTZ330 Full HD 30X Zoom PTZ Camera,,PCS,107500.0,73100.0,true
ITEM-000058,AVer - Remote Controller (Type A),,PCS,800.0,544.0,true
ITEM-000059,AVer - Remote Controller (Type B),,PCS,800.0,544.0,true
ITEM-000060,[Blocked - Product Owner แจ้งระงับการใช้งาน] AVer - Remote Controller (Type C),,PCS,0.0,0.0,false
ITEM-000061,Aver - Screen Mount Kit for VB130,,PCS,2700.0,1836.0,true
ITEM-000062,Aver - TV Mount for VB342+,,PCS,3200.0,2176.0,true
ITEM-000063,AVer - TV VESA Mount for VB,,PCS,4600.0,3128.0,true
ITEM-000064,AVer - VB130 4K Video Bar with Intelligent Lighting,,PCS,25500.0,17340.0,true
ITEM-000065,AVer - VB130 KIT (MS Teams Rooms Edition),,PCS,92400.0,62832.0,true
ITEM-000066,AVer - VB342 Pro 4K PTZ Video Bar,,PCS,55600.0,37808.0,true
ITEM-000067,Aver - VB342+ Video Sound Bar (Bluetooth),,PCS,33500.0,22780.0,true
ITEM-000068,AVer - VC520 Pro2 KIT (MS Teams Rooms Edition),,SET,122900.0,83572.0,true
ITEM-000069,Aver - VC520 Pro,,PCS,35000.0,23800.0,true
ITEM-000070,AVer - VC520 Pro2 KIT (Zoom Rooms Edition),,SET,105300.0,71604.0,true
ITEM-000071,Aver - VC520 Pro (MS Teams Edition) -Gen1,,PCS,56400.0,38352.0,true
ITEM-000072,AVer - VC520 Pro2 Professioal USB Conference System,,PCS,51900.0,35292.0,true
ITEM-000073,AVer - VC540 4K USB Conferencing System,,PCS,61600.0,41888.0,true
ITEM-000074,AVer - VC550 4K Dual lens PTZ Conferencing System,,PCS,77900.0,52972.0,true
ITEM-000075,[Blocked - ซ้ำกับ ITEM-000027] Aver - Wall Mount Bracket for DL,,PCS,0.0,0.0,false
ITEM-000076,[ Blocked - Duplicate ] AVer - CP10 Collaboration Zoom Rooms Controller,,PCS,30500.0,20740.0,false
